Sample_Name,Meat_Type,Campaign,Sampling_time,Lactate_Dose,Packaging,Ph,Sample_CFU_aerobic,Sample_CFU_lactic,Spoilage_level,Etheral,Fermented,Prickly,Rancid,Sulfurous,Run,Amplicon,AvgSpotLen,Bases,BioSample,BioSampleModel,Bytes,Collection_date,DATASTORE_filetype,Experiment,geo_loc_name,Library_Name
C02T2B2,Poultry,n°2,T2,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594382,16S,424,30140528,SAMN10970177,Metagenome or environmental,11719369,8/3/2017,"fastq,run.zq,sra",SRX5394698,France: Sable-sur-Sarthe,C02T2B2_16S
C02T2B2,Poultry,n°2,T2,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590146,gyrB,245,30132910,SAMN10964909,Metagenome or environmental,14516565,8/3/2017,"fastq,run.zq,sra",SRX5390537,France: Sable-sur-Sarthe,C02T2B2
C02T2B3,Poultry,n°2,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594381,16S,424,52486097,SAMN10970178,Metagenome or environmental,28250801,8/3/2017,"fastq,run.zq,sra",SRX5394699,France: Sable-sur-Sarthe,C02T2B3_16S
C02T2B3,Poultry,n°2,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590145,gyrB,245,35412179,SAMN10964910,Metagenome or environmental,16370174,8/3/2017,"fastq,run.zq,sra",SRX5390538,France: Sable-sur-Sarthe,C02T2B3
C02T2C1,Poultry,n°2,T2,Zero_dose,Air,5.0,9.0,8.0,3.2,1.375,2.0833,1.3833,1.6417,0.425,SRR8594380,16S,424,54433057,SAMN10970179,Metagenome or environmental,28047083,8/3/2017,"fastq,run.zq,sra",SRX5394700,France: Sable-sur-Sarthe,C02T2C1_16S
C02T2C1,Poultry,n°2,T2,Zero_dose,Air,5.0,9.0,8.0,3.2,1.375,2.0833,1.3833,1.6417,0.425,SRR8590154,gyrB,247,28848758,SAMN10964911,Metagenome or environmental,15180883,8/3/2017,"fastq,run.zq,sra",SRX5390529,France: Sable-sur-Sarthe,C02T2C1
C02T2C2,Poultry,n°2,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,4.275,2.675,1.1583,3.15,1.7167,0.0333,SRR8594379,16S,424,46146823,SAMN10970180,Metagenome or environmental,23074496,8/3/2017,"fastq,run.zq,sra",SRX5394701,France: Sable-sur-Sarthe,C02T2C2_16S
C02T2C2,Poultry,n°2,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,4.275,2.675,1.1583,3.15,1.7167,0.0333,SRR8590153,gyrB,245,25621210,SAMN10964912,Metagenome or environmental,12723222,8/3/2017,"fastq,run.zq,sra",SRX5390530,France: Sable-sur-Sarthe,C02T2C2
C02T2C3,Poultry,n°2,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,4.0583,1.9417,2.5417,2.1833,1.0667,0.0167,SRR8594499,16S,424,33790223,SAMN10970181,Metagenome or environmental,17280793,8/3/2017,"fastq,run.zq,sra",SRX5394581,France: Sable-sur-Sarthe,C02T2C3_16S
C02T2C3,Poultry,n°2,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,4.0583,1.9417,2.5417,2.1833,1.0667,0.0167,SRR8590280,gyrB,246,31620877,SAMN10964913,Metagenome or environmental,15136509,8/3/2017,"fastq,run.zq,sra",SRX5390403,France: Sable-sur-Sarthe,C02T2C3
C02T3A1,Poultry,n°2,T3,Normal_dose,Air,6.0,8.0,8.0,,,,,,,SRR8594500,16S,424,41103835,SAMN10970182,Metagenome or environmental,22605690,8/10/2017,"fastq,run.zq,sra",SRX5394580,France: Sable-sur-Sarthe,C02T3A1_16S
C02T3A1,Poultry,n°2,T3,Normal_dose,Air,6.0,8.0,8.0,,,,,,,SRR8590281,gyrB,247,30350242,SAMN10964914,Metagenome or environmental,15343449,8/10/2017,"fastq,run.zq,sra",SRX5390402,France: Sable-sur-Sarthe,C02T3A1
C02T3A2,Poultry,n°2,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8594507,16S,424,40341032,SAMN10970183,Metagenome or environmental,21922525,8/10/2017,"fastq,run.zq,sra",SRX5394573,France: Sable-sur-Sarthe,C02T3A2_16S
C02T3A2,Poultry,n°2,T3,Normal_dose,70%O2_30%CO2,6.0,9.0,8.0,,,,,,,SRR8590282,gyrB,246,32852744,SAMN10964915,Metagenome or environmental,16474678,8/10/2017,"fastq,run.zq,sra",SRX5390401,France: Sable-sur-Sarthe,C02T3A2
C02T3A3,Poultry,n°2,T3,Normal_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8594502,16S,424,30106099,SAMN10970184,Metagenome or environmental,15230011,8/10/2017,"fastq,run.zq,sra",SRX5394578,France: Sable-sur-Sarthe,C02T3A3_16S
C02T3A3,Poultry,n°2,T3,Normal_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8590283,gyrB,245,29014908,SAMN10964916,Metagenome or environmental,14510064,8/10/2017,"fastq,run.zq,sra",SRX5390400,France: Sable-sur-Sarthe,C02T3A3
C02T3B1,Poultry,n°2,T3,Half_dose,Air,5.0,9.0,8.0,,,,,,,SRR8594503,16S,424,32786138,SAMN10970185,Metagenome or environmental,16976255,8/10/2017,"fastq,run.zq,sra",SRX5394577,France: Sable-sur-Sarthe,C02T3B1_16S
C02T3B1,Poultry,n°2,T3,Half_dose,Air,5.0,9.0,8.0,,,,,,,SRR8590284,gyrB,246,21617644,SAMN10964917,Metagenome or environmental,11203023,8/10/2017,"fastq,run.zq,sra",SRX5390399,France: Sable-sur-Sarthe,C02T3B1
C02T3B2,Poultry,n°2,T3,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594504,16S,424,45627341,SAMN10970186,Metagenome or environmental,23028465,8/10/2017,"fastq,run.zq,sra",SRX5394576,France: Sable-sur-Sarthe,C02T3B2_16S
C02T3B2,Poultry,n°2,T3,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590285,gyrB,245,16764215,SAMN10964918,Metagenome or environmental,8089429,8/10/2017,"fastq,run.zq,sra",SRX5390398,France: Sable-sur-Sarthe,C02T3B2
C02T3B3,Poultry,n°2,T3,Half_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8594505,16S,424,32042945,SAMN10970187,Metagenome or environmental,17185042,8/10/2017,"fastq,run.zq,sra",SRX5394575,France: Sable-sur-Sarthe,C02T3B3_16S
C02T3B3,Poultry,n°2,T3,Half_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8590286,gyrB,246,49233969,SAMN10964919,Metagenome or environmental,24224838,8/10/2017,"fastq,run.zq,sra",SRX5390397,France: Sable-sur-Sarthe,C02T3B3
C02T3C1,Poultry,n°2,T3,Zero_dose,Air,5.0,9.0,7.0,,,,,,,SRR8594506,16S,424,48498523,SAMN10970188,Metagenome or environmental,25211174,8/10/2017,"fastq,run.zq,sra",SRX5394574,France: Sable-sur-Sarthe,C02T3C1_16S
C02T3C1,Poultry,n°2,T3,Zero_dose,Air,5.0,9.0,7.0,,,,,,,SRR8590287,gyrB,248,278194561,SAMN10964920,Metagenome or environmental,151795528,8/10/2017,"fastq,run.zq,sra",SRX5390396,France: Sable-sur-Sarthe,C02T3C1
C02T3C2,Poultry,n°2,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8594496,16S,424,48177902,SAMN10970189,Metagenome or environmental,24272551,8/10/2017,"fastq,run.zq,sra",SRX5394584,France: Sable-sur-Sarthe,C02T3C2_16S
C02T3C2,Poultry,n°2,T3,Zero_dose,70%O2_30%CO2,5.0,8.0,8.0,,,,,,,SRR8590288,gyrB,245,34489520,SAMN10964921,Metagenome or environmental,17469276,8/10/2017,"fastq,run.zq,sra",SRX5390395,France: Sable-sur-Sarthe,C02T3C2
C02T3C3,Poultry,n°2,T3,Zero_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8594497,16S,424,50454828,SAMN10970190,Metagenome or environmental,27942086,8/10/2017,"fastq,run.zq,sra",SRX5394583,France: Sable-sur-Sarthe,C02T3C3_16S
C02T3C3,Poultry,n°2,T3,Zero_dose,50%N2_50%CO2,5.0,10.0,8.0,,,,,,,SRR8590289,gyrB,247,29073874,SAMN10964922,Metagenome or environmental,14595923,8/10/2017,"fastq,run.zq,sra",SRX5390394,France: Sable-sur-Sarthe,C02T3C3
C02TB,Poultry,n°2,Gut,None,None,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
C02TD,Poultry,n°2,Primal_cut,None,None,0.0,6.0,3.0,,,,,,,,,,,,,,,,,,
C02TE,Poultry,n°2,Spices,None,None,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
C02TG,Poultry,n°2,Fat,None,None,0.0,7.0,3.0,,,,,,,,,,,,,,,,,,
C03T0A,Poultry,n°3,T0,Normal_dose,None,6.0,4.0,2.0,0.3692,0.1,0.3231,0.3385,0.0615,0.0231,SRR8594606,16S,424,20798619,SAMN10970191,Metagenome or environmental,9316548,8/31/2017,"fastq,run.zq,sra",SRX5394474,France: Sable-sur-Sarthe,C03T0A_16S
C03T0A,Poultry,n°3,T0,Normal_dose,None,6.0,4.0,2.0,0.3692,0.1,0.3231,0.3385,0.0615,0.0231,SRR8590459,gyrB,248,26689878,SAMN10964923,Metagenome or environmental,11238460,8/31/2017,"fastq,run.zq,sra",SRX5390800,France: Sable-sur-Sarthe,C03T0A
C03T0B,Poultry,n°3,T0,Half_dose,None,6.0,4.0,3.0,,,,,,,SRR8594605,16S,424,41693848,SAMN10970192,Metagenome or environmental,22498669,8/31/2017,"fastq,run.zq,sra",SRX5394475,France: Sable-sur-Sarthe,C03T0B_16S
C03T0B,Poultry,n°3,T0,Half_dose,None,6.0,4.0,3.0,,,,,,,SRR8590458,gyrB,249,31984911,SAMN10964924,Metagenome or environmental,13681948,8/31/2017,"fastq,run.zq,sra",SRX5390801,France: Sable-sur-Sarthe,C03T0B
C03T0C,Poultry,n°3,T0,Zero_dose,None,6.0,5.0,3.0,,,,,,,SRR8594608,16S,424,53851415,SAMN10970193,Metagenome or environmental,29515723,8/31/2017,"fastq,run.zq,sra",SRX5394472,France: Sable-sur-Sarthe,C03T0C_16S
C03T0C,Poultry,n°3,T0,Zero_dose,None,6.0,5.0,3.0,,,,,,,SRR8590461,gyrB,248,29357228,SAMN10964925,Metagenome or environmental,14797816,8/31/2017,"fastq,run.zq,sra",SRX5390798,France: Sable-sur-Sarthe,C03T0C
C03T1A1,Poultry,n°3,T1,Normal_dose,Air,6.0,8.0,6.0,1.475,0.6083,1.1,0.7,0.8333,0.275,SRR8594607,16S,424,29695694,SAMN10970194,Metagenome or environmental,12384138,9/6/2017,"fastq,run.zq,sra",SRX5394473,France: Sable-sur-Sarthe,C03T1A1_16S
C03T1A1,Poultry,n°3,T1,Normal_dose,Air,6.0,8.0,6.0,1.475,0.6083,1.1,0.7,0.8333,0.275,SRR8590460,gyrB,248,33047262,SAMN10964926,Metagenome or environmental,17201229,9/6/2017,"fastq,run.zq,sra",SRX5390799,France: Sable-sur-Sarthe,C03T1A1
C03T1A2,Poultry,n°3,T1,Normal_dose,70%O2_30%CO2,6.0,8.0,6.0,2.7,1.3538,1.4462,0.8154,1.8308,0.5462,SRR8594602,16S,424,36255152,SAMN10970195,Metagenome or environmental,14655632,9/6/2017,"fastq,run.zq,sra",SRX5394478,France: Sable-sur-Sarthe,C03T1A2_16S
C03T1A2,Poultry,n°3,T1,Normal_dose,70%O2_30%CO2,6.0,8.0,6.0,2.7,1.3538,1.4462,0.8154,1.8308,0.5462,SRR8590455,gyrB,245,27929302,SAMN10964927,Metagenome or environmental,13339694,9/6/2017,"fastq,run.zq,sra",SRX5390804,France: Sable-sur-Sarthe,C03T1A2
C03T1A3,Poultry,n°3,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,6.0,1.5769,0.9846,1.2154,1.4,0.9,0.2308,SRR8594601,16S,424,47313925,SAMN10970196,Metagenome or environmental,25652604,9/6/2017,"fastq,run.zq,sra",SRX5394479,France: Sable-sur-Sarthe,C03T1A3_16S
C03T1A3,Poultry,n°3,T1,Normal_dose,50%N2_50%CO2,6.0,8.0,6.0,1.5769,0.9846,1.2154,1.4,0.9,0.2308,SRR8590454,gyrB,246,30753034,SAMN10964928,Metagenome or environmental,14826607,9/6/2017,"fastq,run.zq,sra",SRX5390805,France: Sable-sur-Sarthe,C03T1A3
C03T1B1,Poultry,n°3,T1,Half_dose,Air,6.0,8.0,7.0,,,,,,,SRR8594604,16S,424,25669506,SAMN10970197,Metagenome or environmental,10981192,9/6/2017,"fastq,run.zq,sra",SRX5394476,France: Sable-sur-Sarthe,C03T1B1_16S
C03T1B1,Poultry,n°3,T1,Half_dose,Air,6.0,8.0,7.0,,,,,,,SRR8590457,gyrB,248,31884617,SAMN10964929,Metagenome or environmental,16340557,9/6/2017,"fastq,run.zq,sra",SRX5390802,France: Sable-sur-Sarthe,C03T1B1
C03T1B2,Poultry,n°3,T1,Half_dose,70%O2_30%CO2,6.0,8.0,6.0,,,,,,,SRR8594603,16S,424,24390298,SAMN10970198,Metagenome or environmental,9934719,9/6/2017,"fastq,run.zq,sra",SRX5394477,France: Sable-sur-Sarthe,C03T1B2_16S
C03T1B2,Poultry,n°3,T1,Half_dose,70%O2_30%CO2,6.0,8.0,6.0,,,,,,,SRR8590456,gyrB,245,34972541,SAMN10964930,Metagenome or environmental,16430964,9/6/2017,"fastq,run.zq,sra",SRX5390803,France: Sable-sur-Sarthe,C03T1B2
C03T1B3,Poultry,n°3,T1,Half_dose,50%N2_50%CO2,6.0,7.0,8.0,,,,,,,SRR8594610,16S,424,38712697,SAMN10970199,Metagenome or environmental,16918703,9/6/2017,"fastq,run.zq,sra",SRX5394470,France: Sable-sur-Sarthe,C03T1B3_16S
C03T1B3,Poultry,n°3,T1,Half_dose,50%N2_50%CO2,6.0,7.0,8.0,,,,,,,SRR8590453,gyrB,246,29079556,SAMN10964931,Metagenome or environmental,14595265,9/6/2017,"fastq,run.zq,sra",SRX5390806,France: Sable-sur-Sarthe,C03T1B3
C03T1C1,Poultry,n°3,T1,Zero_dose,Air,6.0,9.0,6.0,2.375,1.3167,1.8083,1.1583,1.025,0.3333,SRR8594609,16S,424,30051476,SAMN10970200,Metagenome or environmental,12826983,9/6/2017,"fastq,run.zq,sra",SRX5394471,France: Sable-sur-Sarthe,C03T1C1_16S
C03T1C1,Poultry,n°3,T1,Zero_dose,Air,6.0,9.0,6.0,2.375,1.3167,1.8083,1.1583,1.025,0.3333,SRR8590452,gyrB,248,35161992,SAMN10964932,Metagenome or environmental,18074699,9/6/2017,"fastq,run.zq,sra",SRX5390807,France: Sable-sur-Sarthe,C03T1C1
C03T1C2,Poultry,n°3,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,6.0,2.5,2.4077,1.4308,1.6231,1.3769,0.0462,SRR8594753,16S,424,37246194,SAMN10970201,Metagenome or environmental,14594529,9/6/2017,"fastq,run.zq,sra",SRX5394763,France: Sable-sur-Sarthe,C03T1C2_16S
C03T1C2,Poultry,n°3,T1,Zero_dose,70%O2_30%CO2,6.0,8.0,6.0,2.5,2.4077,1.4308,1.6231,1.3769,0.0462,SRR8590056,gyrB,245,26000399,SAMN10964933,Metagenome or environmental,12774592,9/6/2017,"fastq,run.zq,sra",SRX5390627,France: Sable-sur-Sarthe,C03T1C2
C03T1C3,Poultry,n°3,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,7.0,2.1385,1.1462,0.9615,1.4385,1.2231,0.1,SRR8594754,16S,424,26790987,SAMN10970202,Metagenome or environmental,11006336,9/6/2017,"fastq,run.zq,sra",SRX5394762,France: Sable-sur-Sarthe,C03T1C3_16S
C03T1C3,Poultry,n°3,T1,Zero_dose,50%N2_50%CO2,6.0,8.0,7.0,2.1385,1.1462,0.9615,1.4385,1.2231,0.1,SRR8590057,gyrB,246,27415740,SAMN10964934,Metagenome or environmental,13523749,9/6/2017,"fastq,run.zq,sra",SRX5390626,France: Sable-sur-Sarthe,C03T1C3
C03T2A1,Poultry,n°3,T2,Normal_dose,Air,5.0,9.0,8.0,3.1167,1.3833,2.5,0.8667,1.1667,0.35,SRR8594751,16S,424,41395137,SAMN10970203,Metagenome or environmental,21082368,9/13/2017,"fastq,run.zq,sra",SRX5394765,France: Sable-sur-Sarthe,C03T2A1_16S
C03T2A1,Poultry,n°3,T2,Normal_dose,Air,5.0,9.0,8.0,3.1167,1.3833,2.5,0.8667,1.1667,0.35,SRR8590054,gyrB,246,29915844,SAMN10964935,Metagenome or environmental,14566748,9/13/2017,"fastq,run.zq,sra",SRX5390629,France: Sable-sur-Sarthe,C03T2A1
C03T2A2,Poultry,n°3,T2,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,4.7308,2.6077,1.6692,2.2462,2.6077,0.4769,SRR8594752,16S,424,35353961,SAMN10970204,Metagenome or environmental,17528856,9/13/2017,"fastq,run.zq,sra",SRX5394764,France: Sable-sur-Sarthe,C03T2A2_16S
C03T2A2,Poultry,n°3,T2,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,4.7308,2.6077,1.6692,2.2462,2.6077,0.4769,SRR8590055,gyrB,244,25918742,SAMN10964936,Metagenome or environmental,11843011,9/13/2017,"fastq,run.zq,sra",SRX5390628,France: Sable-sur-Sarthe,C03T2A2
C03T2A3,Poultry,n°3,T2,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,3.3385,1.8615,2.7615,1.4538,2.2077,0.2769,SRR8594749,16S,424,28019755,SAMN10970205,Metagenome or environmental,14070611,9/13/2017,"fastq,run.zq,sra",SRX5394767,France: Sable-sur-Sarthe,C03T2A3_16S
C03T2A3,Poultry,n°3,T2,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,3.3385,1.8615,2.7615,1.4538,2.2077,0.2769,SRR8590052,gyrB,244,30374184,SAMN10964937,Metagenome or environmental,15092677,9/13/2017,"fastq,run.zq,sra",SRX5390631,France: Sable-sur-Sarthe,C03T2A3
C03T2B1,Poultry,n°3,T2,Half_dose,Air,5.0,10.0,8.0,,,,,,,SRR8594750,16S,424,40404505,SAMN10970206,Metagenome or environmental,21402957,9/13/2017,"fastq,run.zq,sra",SRX5394766,France: Sable-sur-Sarthe,C03T2B1_16S
C03T2B1,Poultry,n°3,T2,Half_dose,Air,5.0,10.0,8.0,,,,,,,SRR8590053,gyrB,246,32786138,SAMN10964938,Metagenome or environmental,16282637,9/13/2017,"fastq,run.zq,sra",SRX5390630,France: Sable-sur-Sarthe,C03T2B1
C03T2B2,Poultry,n°3,T2,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594747,16S,424,47838164,SAMN10970207,Metagenome or environmental,19634818,9/13/2017,"fastq,run.zq,sra",SRX5394769,France: Sable-sur-Sarthe,C03T2B2_16S
C03T2B2,Poultry,n°3,T2,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590050,gyrB,244,34270540,SAMN10964939,Metagenome or environmental,15832584,9/13/2017,"fastq,run.zq,sra",SRX5390633,France: Sable-sur-Sarthe,C03T2B2
C03T2B3,Poultry,n°3,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594748,16S,424,27287130,SAMN10970208,Metagenome or environmental,13682638,9/13/2017,"fastq,run.zq,sra",SRX5394768,France: Sable-sur-Sarthe,C03T2B3_16S
C03T2B3,Poultry,n°3,T2,Half_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590051,gyrB,245,23213780,SAMN10964940,Metagenome or environmental,11550242,9/13/2017,"fastq,run.zq,sra",SRX5390632,France: Sable-sur-Sarthe,C03T2B3
C03T2C1,Poultry,n°3,T2,Zero_dose,Air,5.0,9.0,8.0,2.1833,0.9417,1.55,1.4333,0.9583,0.3667,SRR8594755,16S,424,41422558,SAMN10970209,Metagenome or environmental,22553973,9/13/2017,"fastq,run.zq,sra",SRX5394761,France: Sable-sur-Sarthe,C03T2C1_16S
C03T2C1,Poultry,n°3,T2,Zero_dose,Air,5.0,9.0,8.0,2.1833,0.9417,1.55,1.4333,0.9583,0.3667,SRR8590048,gyrB,248,37273139,SAMN10964941,Metagenome or environmental,19187502,9/13/2017,"fastq,run.zq,sra",SRX5390635,France: Sable-sur-Sarthe,C03T2C1
C03T2C2,Poultry,n°3,T2,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,5.4769,3.8462,1.5308,2.6462,3.1231,1.0462,SRR8594756,16S,424,44935921,SAMN10970210,Metagenome or environmental,22467543,9/13/2017,"fastq,run.zq,sra",SRX5394760,France: Sable-sur-Sarthe,C03T2C2_16S
C03T2C3,Poultry,n°3,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,4.8462,2.6231,2.8231,2.7846,2.5077,0.8308,SRR8594448,16S,424,22981110,SAMN10970211,Metagenome or environmental,11737262,9/13/2017,"fastq,run.zq,sra",SRX5394632,France: Sable-sur-Sarthe,C03T2C3_16S
C03T2C3,Poultry,n°3,T2,Zero_dose,50%N2_50%CO2,5.0,9.0,8.0,4.8462,2.6231,2.8231,2.7846,2.5077,0.8308,SRR8590049,gyrB,245,26896094,SAMN10964942,Metagenome or environmental,13657063,9/13/2017,"fastq,run.zq,sra",SRX5390634,France: Sable-sur-Sarthe,C03T2C3
C03T3A1,Poultry,n°3,T3,Normal_dose,Air,6.0,8.0,8.0,,,,,,,SRR8594447,16S,424,49279821,SAMN10970212,Metagenome or environmental,25688813,9/20/2017,"fastq,run.zq,sra",SRX5394633,France: Sable-sur-Sarthe,C03T3A1_16S
C03T3A1,Poultry,n°3,T3,Normal_dose,Air,6.0,8.0,8.0,,,,,,,SRR8590063,gyrB,247,29090657,SAMN10964943,Metagenome or environmental,14713629,9/20/2017,"fastq,run.zq,sra",SRX5390620,France: Sable-sur-Sarthe,C03T3A1
C03T3A2,Poultry,n°3,T3,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594446,16S,424,24867208,SAMN10970213,Metagenome or environmental,11876903,9/20/2017,"fastq,run.zq,sra",SRX5394634,France: Sable-sur-Sarthe,C03T3A2_16S
C03T3A2,Poultry,n°3,T3,Normal_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590062,gyrB,245,33343593,SAMN10964944,Metagenome or environmental,14702228,9/20/2017,"fastq,run.zq,sra",SRX5390621,France: Sable-sur-Sarthe,C03T3A2
C03T3A3,Poultry,n°3,T3,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8594445,16S,424,31279200,SAMN10970214,Metagenome or environmental,16208484,9/20/2017,"fastq,run.zq,sra",SRX5394635,France: Sable-sur-Sarthe,C03T3A3_16S
C03T3A3,Poultry,n°3,T3,Normal_dose,50%N2_50%CO2,5.0,9.0,8.0,,,,,,,SRR8590061,gyrB,245,28853022,SAMN10964945,Metagenome or environmental,13618011,9/20/2017,"fastq,run.zq,sra",SRX5390622,France: Sable-sur-Sarthe,C03T3A3
C03T3B1,Poultry,n°3,T3,Half_dose,Air,5.0,9.0,8.0,,,,,,,SRR8594452,16S,424,38165422,SAMN10970215,Metagenome or environmental,20275136,9/20/2017,"fastq,run.zq,sra",SRX5394628,France: Sable-sur-Sarthe,C03T3B1_16S
C03T3B1,Poultry,n°3,T3,Half_dose,Air,5.0,9.0,8.0,,,,,,,SRR8590060,gyrB,247,29610402,SAMN10964946,Metagenome or environmental,14691730,9/20/2017,"fastq,run.zq,sra",SRX5390623,France: Sable-sur-Sarthe,C03T3B1
C03T3B2,Poultry,n°3,T3,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594451,16S,424,17485691,SAMN10970216,Metagenome or environmental,8290420,9/20/2017,"fastq,run.zq,sra",SRX5394629,France: Sable-sur-Sarthe,C03T3B2_16S
C03T3B2,Poultry,n°3,T3,Half_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590067,gyrB,244,23416851,SAMN10964947,Metagenome or environmental,11249604,9/20/2017,"fastq,run.zq,sra",SRX5390616,France: Sable-sur-Sarthe,C03T3B2
C03T3B3,Poultry,n°3,T3,Half_dose,50%N2_50%CO2,5.0,9.0,9.0,,,,,,,SRR8590066,gyrB,245,26530042,SAMN10964948,Metagenome or environmental,12447553,9/20/2017,"fastq,run.zq,sra",SRX5390617,France: Sable-sur-Sarthe,C03T3B3
C03T3C1,Poultry,n°3,T3,Zero_dose,Air,5.0,9.0,8.0,,,,,,,SRR8594450,16S,424,60276785,SAMN10970217,Metagenome or environmental,31988208,9/20/2017,"fastq,run.zq,sra",SRX5394630,France: Sable-sur-Sarthe,C03T3C1_16S
C03T3C1,Poultry,n°3,T3,Zero_dose,Air,5.0,9.0,8.0,,,,,,,SRR8590065,gyrB,248,31438283,SAMN10964949,Metagenome or environmental,16903383,9/20/2017,"fastq,run.zq,sra",SRX5390618,France: Sable-sur-Sarthe,C03T3C1
C03T3C2,Poultry,n°3,T3,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8594449,16S,424,37727792,SAMN10970218,Metagenome or environmental,18201279,9/20/2017,"fastq,run.zq,sra",SRX5394631,France: Sable-sur-Sarthe,C03T3C2_16S
C03T3C2,Poultry,n°3,T3,Zero_dose,70%O2_30%CO2,5.0,9.0,8.0,,,,,,,SRR8590064,gyrB,245,41436911,SAMN10964950,Metagenome or environmental,18754839,9/20/2017,"fastq,run.zq,sra",SRX5390619,France: Sable-sur-Sarthe,C03T3C2
C03T3C3,Poultry,n°3,T3,Zero_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8594436,16S,424,47672026,SAMN10970219,Metagenome or environmental,25219916,9/20/2017,"fastq,run.zq,sra",SRX5394644,France: Sable-sur-Sarthe,C03T3C3_16S
C03T3C3,Poultry,n°3,T3,Zero_dose,50%N2_50%CO2,5.0,8.0,8.0,,,,,,,SRR8590069,gyrB,245,24228397,SAMN10964951,Metagenome or environmental,12278638,9/20/2017,"fastq,run.zq,sra",SRX5390614,France: Sable-sur-Sarthe,C03T3C3
C03TB,Poultry,n°3,Gut,None,None,0.0,7.0,,,,,,,,,,,,,,,,,,,
C03TD,Poultry,n°3,Primal_cut,None,None,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,
C03TE,Poultry,n°3,Spices,None,None,0.0,3.0,,,,,,,,,,,,,,,,,,,
C03TG,Poultry,n°3,Fat,None,None,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,
C04T0A,Poultry,n°4,T0,Normal_dose,None,6.0,5.0,4.0,,,,,,,SRR8594433,16S,424,19616865,SAMN10970220,Metagenome or environmental,9770590,9/1/2017,"fastq,run.zq,sra",SRX5394647,France: Sable-sur-Sarthe,C04T0A_16S
C04T0A,Poultry,n°4,T0,Normal_dose,None,6.0,5.0,4.0,,,,,,,SRR8590068,gyrB,249,40760748,SAMN10964952,Metagenome or environmental,20800822,9/1/2017,"fastq,run.zq,sra",SRX5390615,France: Sable-sur-Sarthe,C04T0A
C04T0B,Poultry,n°4,T0,Half_dose,None,6.0,6.0,3.0,,,,,,,SRR8594362,16S,424,12091744,SAMN10970221,Metagenome or environmental,6110839,9/1/2017,"fastq,run.zq,sra",SRX5394718,France: Sable-sur-Sarthe,C04T0B_16S
C04T0B,Poultry,n°4,T0,Half_dose,None,6.0,6.0,3.0,,,,,,,SRR8590230,gyrB,249,43831523,SAMN10964953,Metagenome or environmental,22525978,9/1/2017,"fastq,run.zq,sra",SRX5390453,France: Sable-sur-Sarthe,C04T0B
